actor1,actor2,shows,num
156835,206905,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",3
156835,96963,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
156835,845008,"Road To High & Low, High & Low: The Worst, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
156835,461398,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low: The Worst, High & Low The Movie",4
156835,167262,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
156835,603750,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low: The Worst, High & Low The Movie",4
156835,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
127658,206905,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie, Alice in Borderland",4
127658,96963,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
127658,845008,"Road To High & Low, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
127658,461398,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",3
127658,167262,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
127658,603750,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",3
127658,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie, Alice in Borderland",4
206905,96963,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
206905,845008,"Road To High & Low, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
206905,461398,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
206905,167262,"HiGH&LOW The Movie 2: End of Sky, Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie, HiGH&LOW: The Red Rain",5
206905,603750,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
206905,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie, Alice in Borderland",4
96963,845008,"Road To High & Low, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
96963,461398,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",3
96963,167262,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",4
96963,603750,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, Rurouni Kenshin: The Beginning, High & Low The Movie",4
96963,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
845008,461398,"Road To High & Low, High & Low: The Worst, High & Low The Movie, DTC –Yukemuri Junjo Hen– from HiGH&LOW",4
845008,167262,"Road To High & Low, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie, DTC –Yukemuri Junjo Hen– from HiGH&LOW",4
845008,603750,"Road To High & Low, High & Low: The Worst, High & Low The Movie",3
461398,167262,"HiGH&LOW The Movie 2: End of Sky, Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie, DTC –Yukemuri Junjo Hen– from HiGH&LOW, HiGH&LOW: The Red Rain",6
461398,603750,"High & Low: The Worst, HiGH&LOW The Movie 2: End of Sky, Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",5
461398,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
167262,603750,"Road To High & Low, HiGH&LOW The Movie 3: Final Mission, High & Low The Movie",3
167262,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
603750,749431,"HiGH&LOW The Movie 3: Final Mission, HiGH&LOW The Movie 2: End of Sky, High & Low The Movie",3
34966,10874,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Open Season: Scared Silly",4
211560,590250,"Ricardo O'Farrill: abrazo navideño, Sofía Niño de Rivera: Natural Selection, Coco y Raulito: Carrusel de ternura, Natalia Valdebenito: El especial, Sebastián Marcelo Wainraich, Todo lo que sería Lucas Lauriente, Carlos Ballarta: el amor es de putos, Alejandro Riaño: Especial de stand up, Mau Nieto: viviendo sobrio… desde el bar, Alexis de Anda: Mea Culpa, Simplemente Manu NNa, Carlos Ballarta: furia ñera, Sofía Niño de Rivera: Exposed, Malena Pichot: Estupidez compleja, Daniel Sosa: Sosafado, Jani Dueñas: Grandes fracasos de ayer y hoy, Ricardo O'Farrill: Abrazo Genial",17
4049,249974,"Umrika, Aiyaary, Delhi Crime",3
66688,836709,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
66688,91722,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
66688,183630,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
836709,91722,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
836709,183630,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
91722,183630,"Money Heist: The Phenomenon, Money Heist: From Tokyo to Berlin, Money Heist",3
1112,5735,"Between Two Ferns: The Movie, Fun Mom Dinner, Wet Hot American Summer: Ten Years Later",3
3457,36136,"The Crystal Calls - Making The Dark Crystal: Age of Resistance, The Cloverfield Paradox, The Dark Crystal: Age of Resistance",3
11691,15921,"Big Mouth, Michael Bolton's Big, Sexy Valentine's Day Special, Sarah Cooper: Everything's Fine, The Mitchells vs. the Machines",4
75908,348,"Ghost in the Shell: SAC_2045, BAKI, Ghost in the Shell: SAC_2045 Sustainable War",3
11277,58,"When We First Met, The Babysitter, The Babysitter: Killer Queen",3
84497,11288,"Violet Evergarden: Eternity and the Auto Memories Doll, Uncle From Another World, Violet Evergarden, Violet Evergarden: The Movie",4
35982,4572,"Ghost in the Shell: SAC_2045, Devilman Crybaby, Ghost in the Shell: SAC_2045 Sustainable War",3
716449,85471,"To All the Boys: P.S. I Still Love You, To All the Boys: Always and Forever, To All the Boys I've Loved Before",3
130,138,"Godzilla: The Planet Eater, Levius, Cells at Work!",3
132,138,"Godzilla: The Planet Eater, Levius, Cells at Work!",3
11175,138,"Godzilla: Planet of the Monsters, Cells at Work!, Cagaster of an Insect Cage, Blame!, Godzilla: The Planet Eater, Godzilla: City on the Edge of Battle",6
45445,131864,"F3: Fun and Frustration, Godse, Bāhubali 2: The Conclusion",3
74385,591895,"Adú, Mirage, The Legacy of the Bones",3
591895,73057,"Mirage, Offering to the Storm, The Legacy of the Bones",3
5157,842844,"Hubie Halloween, Murder Mystery, Sandy Wexler, The Week Of",4
842844,2317,"Hubie Halloween, Sandy Wexler, Hustle, The Week Of",4
842844,2327,"Hubie Halloween, Sandy Wexler, The Week Of",3
842844,2329,"Hubie Halloween, Hustle, The Week Of",3
842844,2338,"Hubie Halloween, Sandy Wexler, The Week Of",3
842844,2350,"Hubie Halloween, Sandy Wexler, The Week Of",3
842844,120657,"Hubie Halloween, Sandy Wexler, The Week Of",3
19329,3276,"The Debt Collector, Debt Collectors, Avengement",3
211173,200339,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
211173,18104,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
211173,8798,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
200339,18104,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
200339,8798,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
18104,8798,"The House of Flowers, The House of Flowers Presents: The Funeral, The House of Flowers: The Movie",3
85702,11175,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, Blame!, Godzilla: City on the Edge of Battle",4
85702,138,"Godzilla: Planet of the Monsters, Levius, Blame!, Carole & Tuesday, Godzilla: The Planet Eater, Godzilla: City on the Edge of Battle",6
138,274,"revisions, Levius, Blame!",3
85702,11283,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, NiNoKuni, Godzilla: City on the Edge of Battle",4
85702,249,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, Godzilla: City on the Edge of Battle",3
85702,30778,"Godzilla: Planet of the Monsters, Levius, Godzilla: City on the Edge of Battle",3
11175,11283,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, Godzilla: City on the Edge of Battle",3
11175,249,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, Cagaster of an Insect Cage, Godzilla: City on the Edge of Battle",4
11175,30778,"Godzilla: Planet of the Monsters, Drifting Dragons, Cagaster of an Insect Cage, Godzilla: City on the Edge of Battle",4
138,249,"Godzilla: Planet of the Monsters, Godzilla: The Planet Eater, Cagaster of an Insect Cage, Godzilla: City on the Edge of Battle",4
138,30778,"Godzilla: Planet of the Monsters, Cagaster of an Insect Cage, Drifting Dragons, Levius, Record of Ragnarok, Godzilla: City on the Edge of Battle",6
11283,249,"Godzilla: Planet of the Monsters, The Seven Deadly Sins: Prisoners of the Sky, The Seven Deadly Sins: Cursed by Light, Godzilla: The Planet Eater, Godzilla: City on the Edge of Battle",5
249,30778,"Godzilla: Planet of the Monsters, Cagaster of an Insect Cage, Godzilla: City on the Edge of Battle",3
5146,2345,"Sandy Wexler, Father of the Year, The Wrong Missy",3
5157,2345,"Murder Mystery, Sandy Wexler, Hubie Halloween",3
2322,2338,"Sandy Wexler, Home Team, Hubie Halloween",3
2345,2350,"Hubie Halloween, Murder Mystery, Sandy Wexler, The Wrong Missy",4
2345,120657,"Hubie Halloween, Sandy Wexler, The Wrong Missy",3
65317,65320,"Get Me Roger Stone, Bobby Kennedy for President, Apollo 10½:  A Space Age Childhood",3
1032107,14143,"The Christmas Chronicles: Part Two, The Christmas Chronicles, The Witcher: Nightmare of the Wolf",3
22310,30771,"Fate/Apocrypha, The Piano Forest, Words Bubble Up Like Soda Pop",3
22310,30778,"Fate/Apocrypha, The Piano Forest, Back Street Girls -GOKUDOLS-, Cagaster of an Insect Cage",4
88341,30778,"Fate/Apocrypha, Super Crooks, Kuroko's Basketball the Movie: Last Game",3
65315,65317,"The Irishman, Bobby Kennedy for President, The Mystery of Marilyn Monroe: The Unheard Tapes",3
311536,698335,"True: Winter Wishes, True: Tricky Treat Day, True: Friendship Day, True: Wuzzle Wegg Day, True and the Rainbow Kingdom, True: Terrific Tales",6
396,30771,"The Seven Deadly Sins: Prisoners of the Sky, The Piano Forest, The Seven Deadly Sins: Cursed by Light",3
3590,395,"7SEEDS, The Seven Deadly Sins: Prisoners of the Sky, High-Rise Invasion",3
396,11288,"The Seven Deadly Sins: Prisoners of the Sky, Violet Evergarden: Eternity and the Auto Memories Doll, Uncle From Another World",3
396,249,"The Seven Deadly Sins: Prisoners of the Sky, The Seven Deadly Sins: Cursed by Light, Cagaster of an Insect Cage",3
2142,20327,"A Christmas Prince, A Christmas Prince: The Royal Wedding, A Christmas Prince: The Royal Baby",3
555448,164561,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
555448,73057,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
555448,114791,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
164561,73057,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
164561,114791,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
73057,114791,"The Invisible Guardian, Offering to the Storm, The Legacy of the Bones",3
330,4572,"A.I.C.O. -Incarnation-, Ghost in the Shell: SAC_2045, Ghost in the Shell: SAC_2045 Sustainable War",3
604037,32017,"The Fortress, The Bros, The Drug King",3
88341,94526,"Dorohedoro, Kuroko's Basketball the Movie: Last Game, Spriggan",3
258024,65499,"Badhaai Do, Bareilly Ki Barfi, Ek Ladki Ko Dekha Toh Aisa Laga",3
555448,82138,"The Tree of Blood, Offering to the Storm, The Legacy of the Bones",3
48101,5271,"LEGO Elves: Secrets of Elvendale, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters: The New Class, Super Monsters Furever Friends",7
48101,10874,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, LEGO Elves: Secrets of Elvendale",4
48101,435,"Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
48101,24531,"Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
435,34838,"Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
435,5271,"Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
24531,34838,"Super Monsters: Dia de los Monsters, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",6
24531,5271,"Super Monsters: Dia de los Monsters, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",6
34838,5271,"Super Monsters: Dia de los Monsters, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters, Super Monsters and the Wish Star, Super Monsters Furever Friends",6
866216,1531470,"Chief Daddy 2: Going for Broke, Chief Daddy, 2 Weeks in Lagos",3
618764,269015,"Fine Wine, God Calling, Chief Daddy",3
65217,48101,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
65217,24531,"Super Monsters: Dia de los Monsters, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
65217,24532,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
65217,435,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
65217,34838,"Super Monsters: Dia de los Monsters, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters and the Wish Star, Super Monsters Furever Friends",5
65217,5271,"Super Monsters: Dia de los Monsters, StarBeam: Beaming in the New Year, Super Monsters Save Christmas, Super Monsters Back to School, Super Monsters and the Wish Star, Super Monsters Furever Friends",6
65217,34966,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends",3
65217,10874,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters: Dia de los Monsters",4
24531,435,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
24531,34966,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends",3
24532,435,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
24532,5271,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters Back to School",4
435,34966,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends",3
435,10874,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends",3
34838,10874,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends, Super Monsters: Dia de los Monsters",4
5271,34966,"Super Monsters Save Christmas, Super Monsters and the Wish Star, Super Monsters Furever Friends",3
141692,178110,"Three Words to Forever, Hello, Love, Goodbye, The Hows of Us",3
75908,22311,"Ghost in the Shell: SAC_2045, NiNoKuni, Ghost in the Shell: SAC_2045 Sustainable War",3
75908,4572,"Ghost in the Shell: SAC_2045, The Way of the Househusband, Ghost in the Shell: SAC_2045 Sustainable War",3
28166,348,"Ghost in the Shell: SAC_2045, Carole & Tuesday, Ghost in the Shell: SAC_2045 Sustainable War",3
22311,330,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
22311,35982,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
22311,348,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
330,35982,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
330,348,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
35982,348,"Ghost in the Shell: SAC_2045, Baki Hanma, Ghost in the Shell: SAC_2045 Sustainable War",3
22311,339,"Pokémon the Movie: Secrets of the Jungle, A Whisker Away, Pokemon the Movie: Mewtwo Strikes Back - Evolution",3
9737,21647,"Snoop Dogg's F*cn Around Comedy Special, How High 2, The Best of Netflix Is a Joke: The Festival",3
64205,130935,"Saaho, F3: Fun and Frustration, Most Eligible Bachelor, Ala Vaikunthapurramuloo",4
64205,182880,"Radhe Shyam, F3: Fun and Frustration, Most Eligible Bachelor, Ala Vaikunthapurramuloo",4
182880,130935,"F3: Fun and Frustration, Most Eligible Bachelor, Ala Vaikunthapurramuloo",3
591895,555448,"Intimacy, Offering to the Storm, The Legacy of the Bones",3
591895,82138,"Adú, Offering to the Storm, The Legacy of the Bones",3
61024,5410,"AK vs AK, Ek Ladki Ko Dekha Toh Aisa Laga, The Zoya Factor",3
311536,279828,"True: Terrific Tales, True: Winter Wishes, True: Friendship Day, True: Wuzzle Wegg Day",4
279828,698335,"True: Winter Wishes, True: Happy Hearts Day, True: Friendship Day, True: Wuzzle Wegg Day, True: Terrific Tales",5
21032,8660,"Jane Fonda & Lily Tomlin: Ladies Night Live, The Best of Netflix Is a Joke: The Festival, Stand Out: An LGBTQ+ Celebration, Still Laugh-In: The Stars Celebrate",4
881409,5146,"Ginny & Georgia - The Afterparty, The Circle: The Afterparty, The Netflix Afterparty: The Best Shows of The Worst Year, Fate: The Winx Saga - The Afterparty, Shadow and Bone - The Afterparty, The Upshaws - The Afterparty",6
881409,271347,"Ginny & Georgia - The Afterparty, The Circle: The Afterparty, The Netflix Afterparty: The Best Shows of The Worst Year, Fate: The Winx Saga - The Afterparty, Shadow and Bone - The Afterparty, The Upshaws - The Afterparty",6
5146,271347,"The Circle: The Afterparty, The Netflix Afterparty: The Best Shows of The Worst Year, The Upshaws - The Afterparty",3
65217,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School, Super Monsters: Dia de los Monsters",4
48101,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School",3
24531,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School, Super Monsters: Dia de los Monsters",4
24532,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School",3
435,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School",3
34838,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School, Super Monsters: Dia de los Monsters",4
5271,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters Back to School, Super Monsters: Dia de los Monsters",4
10874,1094300,"Super Monsters Save Christmas, Super Monsters Furever Friends, Super Monsters: Dia de los Monsters",3
9088,92839,"Fear Street: Part Two - 1978, Fear Street: 1666, Fear Street: Part One - 1994",3
9088,14416,"Fear Street: Part Two - 1978, Fear Street: 1666, Fear Street: Part One - 1994",3
92839,14416,"Fear Street: Part Two - 1978, Fear Street: 1666, Fear Street: Part One - 1994",3
18723,14143,"The Witcher: Nightmare of the Wolf, Sharkdog, Sharkdog’s Fintastic Halloween",3
271347,5146,"Shadow and Bone - The Afterparty, Ginny & Georgia - The Afterparty, Fate: The Winx Saga - The Afterparty",3
